response,rt,condition,subj_idx
1,0.754,empego,10
1,0.705,empego,10
1,0.652,empego,10
1,0.649,empego,10
1,0.744,empego,10
1,0.666,empego,10
1,0.66,empego,10
1,0.994,empego,10
1,0.756,empego,10
1,0.642,empego,10
1,0.647,empego,10
1,0.665,empego,10
1,0.666,empego,10
1,1.113,empego,10
1,1.071,empego,10
1,0.727,empego,10
1,0.672,empego,10
1,0.68,empego,10
1,0.774,empego,10
1,0.746,empego,10
1,0.711,empego,10
1,0.727,empego,10
1,0.961,empego,10
1,0.69,empego,10
1,0.823,empego,10
1,0.859,empego,10
1,0.71,empego,10
1,0.715,empego,10
1,0.764,empego,10
1,0.692,empego,10
1,0.687,empego,10
1,0.79,empego,10
1,0.728,empego,10
1,0.666,empego,10
1,0.835,empego,10
1,0.825,empego,10
1,0.685,empego,10
1,0.701,empego,10
1,0.637,empego,10
1,1.856,emp,11
1,1.092,emp,11
1,0.733,emp,11
1,1.136,emp,11
1,1.975,emp,11
1,1.283,emp,11
1,1.369,emp,11
1,0.699,emp,11
1,0.971,emp,11
1,1.082,emp,11
1,1.721,emp,11
1,1.07,emp,11
1,2.313,emp,11
1,0.971,emp,11
1,1.223,emp,11
1,1.37,emp,11
1,2.038,emp,11
1,0.798,emp,11
0,2.108,emp,11
1,1.249,emp,11
1,1.002,emp,11
1,2.89,emp,11
1,1.27,emp,11
1,0.769,emp,11
1,1.742,emp,11
1,1.987,emp,11
1,0.748,emp,11
1,3.202,emp,11
0,0.789,emp,11
1,0.821,emp,11
1,0.746,emp,11
1,0.906,emp,11
1,0.811,emp,11
1,2.777,emp,11
1,1.217,emp,11
1,1.018,emp,11
1,1.418,emp,11
1,0.841,emp,11
1,0.949,emp,11
1,0.797,emp,11
1,0.98,emp,11
1,0.743,emp,11
1,2.08,emp,11
1,1.244,emp,11
1,1.273,emp,11
1,1.696,emp,11
1,1.073,emp,11
1,1.549,emp,11
0,0.468,emp,11
1,1.018,emp,11
1,1.078,emp,11
1,0.641,emp,11
1,0.715,emp,11
1,1.169,emp,11
1,1.201,emp,11
1,0.928,emp,11
1,0.584,emp,11
1,0.827,emp,11
1,0.829,emp,11
1,1.419,empego,11
1,0.886,empego,11
1,0.712,empego,11
1,0.798,empego,11
1,0.57,empego,11
1,0.667,empego,11
1,0.907,empego,11
1,0.672,empego,11
1,0.792,empego,11
1,0.847,empego,11
1,0.635,empego,11
1,0.827,empego,11
1,0.781,empego,11
1,0.81,empego,11
1,0.808,empego,11
1,0.9,empego,11
1,0.741,empego,11
1,0.806,empego,11
1,0.991,empego,11
1,0.777,empego,11
1,0.947,empego,11
1,0.836,empego,11
1,0.791,empego,11
1,0.996,empego,11
1,0.728,empego,11
1,0.715,empego,11
1,0.776,empego,11
1,0.714,empego,11
1,1.173,empego,11
1,0.814,empego,11
1,0.791,empego,11
1,0.801,empego,11
1,0.698,empego,11
1,0.725,empego,11
1,0.923,empego,11
1,0.989,empego,11
1,0.875,empego,11
1,1.321,empego,11
1,0.636,empego,11
1,0.675,empego,11
1,0.865,empego,11
1,0.866,empego,11
1,0.777,empego,11
1,0.821,empego,11
1,0.925,empego,11
1,0.84,empego,11
1,0.653,empego,11
1,0.913,empego,11
1,0.657,empego,11
1,0.949,empego,11
1,1.074,empego,11
1,1.058,empego,11
1,0.749,empego,11
1,1.005,empego,11
1,0.767,empego,11
1,0.789,empego,11
1,0.622,empego,11
1,0.763,empego,11
1,1.206,empego,11
1,0.792,empego,11
0,2.303,emp,12
1,1.725,emp,12
1,1.681,emp,12
0,2.098,emp,12
1,1.412,emp,12
1,1.574,emp,12
1,1.2,emp,12
1,1.641,emp,12
1,1.103,emp,12
1,1.059,emp,12
1,1.26,emp,12
1,1.446,emp,12
0,1.466,emp,12
1,1.216,emp,12
1,1.519,emp,12
0,1.497,emp,12
1,0.848,emp,12
1,1.319,emp,12
1,1.658,emp,12
0,1.694,emp,12
1,1.092,emp,12
1,1.259,emp,12
1,0.958,emp,12
1,1.014,emp,12
1,0.765,emp,12
1,0.933,emp,12
1,1.002,emp,12
1,1.088,emp,12
1,1.027,emp,12
0,1.646,emp,12
1,0.879,emp,12
1,1.124,emp,12
1,1.364,emp,12
1,1.033,emp,12
1,0.907,emp,12
1,1.251,emp,12
1,1.009,emp,12
1,1.193,emp,12
1,0.945,emp,12
1,1.046,emp,12
1,1.151,emp,12
1,0.974,emp,12
1,1.003,emp,12
1,1.405,emp,12
1,0.933,emp,12
1,0.891,emp,12
1,1.215,emp,12
1,1.22,emp,12
1,1.883,emp,12
1,1.45,emp,12
1,2.151,emp,12
1,1.269,emp,12
1,0.979,emp,12
1,1.26,emp,12
1,1.587,emp,12
1,1.237,emp,12
0,2.455,emp,12
1,1.041,emp,12
0,1.569,emp,12
1,0.99,emp,12
1,1.735,empego,12
1,0.759,empego,12
1,0.716,empego,12
1,0.931,empego,12
1,0.743,empego,12
1,0.807,empego,12
1,1.022,empego,12
1,0.76,empego,12
1,0.712,empego,12
1,0.665,empego,12
1,1.425,empego,12
0,1.821,empego,12
1,0.862,empego,12
1,0.717,empego,12
1,1.098,empego,12
1,0.703,empego,12
0,1.601,empego,12
1,0.774,empego,12
1,0.966,empego,12
1,0.893,empego,12
1,0.855,empego,12
1,0.948,empego,12
1,1.134,empego,12
1,1.373,empego,12
1,0.843,empego,12
1,0.994,empego,12
1,1.428,empego,12
1,1.111,empego,12
1,0.844,empego,12
1,1.239,empego,12
1,0.855,empego,12
1,0.943,empego,12
1,1.276,empego,12
1,0.777,empego,12
1,0.89,empego,12
1,0.915,empego,12
0,0.825,empego,12
1,1.082,empego,12
1,0.685,empego,12
1,0.896,empego,12
1,0.867,empego,12
1,0.984,empego,12
0,1.042,empego,12
1,1.277,empego,12
1,0.939,empego,12
1,0.814,empego,12
1,1.058,empego,12
1,1.133,empego,12
1,1.064,empego,12
1,1.486,empego,12
1,1.212,empego,12
1,1.092,empego,12
1,0.855,empego,12
1,1.207,empego,12
1,1.062,empego,12
1,1.043,empego,12
1,1.108,empego,12
1,1.084,empego,12
1,1.045,empego,12
1,1.163,empego,12
1,1.78,emp,13
1,0.763,emp,13
1,0.561,emp,13
1,0.871,emp,13
1,0.784,emp,13
1,1.068,emp,13
1,0.511,emp,13
0,1.424,emp,13
1,0.724,emp,13
1,0.632,emp,13
1,0.717,emp,13
1,0.631,emp,13
1,0.704,emp,13
1,0.759,emp,13
1,0.647,emp,13
1,0.563,emp,13
1,0.574,emp,13
1,0.691,emp,13
1,0.579,emp,13
1,0.607,emp,13
1,0.666,emp,13
1,0.995,emp,13
1,0.492,emp,13
1,0.595,emp,13
1,0.511,emp,13
1,0.515,emp,13
1,0.795,emp,13
1,0.686,emp,13
1,0.225,emp,13
1,0.828,emp,13
1,0.525,emp,13
1,1.082,emp,13
1,0.6,emp,13
1,0.633,emp,13
1,0.722,emp,13
1,1.135,emp,13
1,0.582,emp,13
1,0.775,emp,13
1,0.468,emp,13
0,0.574,emp,13
1,0.527,emp,13
1,0.672,emp,13
1,0.685,emp,13
1,0.617,emp,13
1,1.013,emp,13
1,0.58,emp,13
1,0.839,emp,13
1,1.064,emp,13
1,0.607,emp,13
0,0.775,emp,13
0,0.871,emp,13
0,1.077,emp,13
0,1.774,emp,13
0,0.713,emp,13
0,0.724,emp,13
1,0.826,emp,13
1,1.229,emp,13
1,1.786,emp,13
1,0.759,emp,13
1,1.154,emp,13
1,0.233,empego,13
1,1.085,empego,13
1,0.95,empego,13
1,0.817,empego,13
1,0.85,empego,13
1,0.72,empego,13
1,0.719,empego,13
1,0.885,empego,13
1,1.008,empego,13
1,1.076,empego,13
1,1.117,empego,13
1,1.342,empego,13
1,1.325,empego,13
1,0.869,empego,13
1,1.052,empego,13
1,0.966,empego,13
1,1.083,empego,13
1,0.859,empego,13
1,0.73,empego,13
1,0.97,empego,13
1,0.744,empego,13
1,0.643,empego,13
1,0.85,empego,13
1,0.98,empego,13
1,0.813,empego,13
1,0.813,empego,13
1,1.066,empego,13
1,1.043,empego,13
1,1.072,empego,13
1,1.057,empego,13
1,0.616,empego,13
1,0.818,empego,13
1,0.731,empego,13
1,0.626,empego,13
1,0.681,empego,13
1,0.665,empego,13
1,1.33,empego,13
1,2.746,empego,13
1,2.154,empego,13
1,0.761,empego,13
1,1.565,empego,13
1,0.872,empego,13
1,1.434,empego,13
1,0.801,empego,13
1,0.657,empego,13
0,1.557,empego,13
0,3.015,empego,13
0,1.835,empego,13
1,1.01,empego,13
1,0.876,empego,13
1,0.711,empego,13
1,1.226,empego,13
1,0.753,empego,13
1,2.635,empego,13
1,0.721,empego,13
1,0.885,empego,13
1,1.045,empego,13
1,0.796,empego,13
1,0.728,empego,13
1,0.778,empego,13
0,2.386,emp,14
1,2.457,emp,14
1,2.361,emp,14
0,0.939,emp,14
0,0.972,emp,14
1,1.548,emp,14
1,1.765,emp,14
0,1.091,emp,14
0,1.625,emp,14
1,1.618,emp,14
1,1.553,emp,14
0,1.922,emp,14
1,1.341,emp,14
1,1.385,emp,14
1,1.389,emp,14
0,1.283,emp,14
0,0.933,emp,14
0,1.26,emp,14
1,1.094,emp,14
0,1.021,emp,14
1,1.48,emp,14
0,0.828,emp,14
0,2.452,emp,14
0,0.972,emp,14
1,1.543,emp,14
1,1.837,emp,14
0,1.779,emp,14
1,1.34,emp,14
0,2.51,emp,14
1,2.395,emp,14
1,2.121,emp,14
1,1.101,emp,14
0,0.91,emp,14
0,0.645,emp,14
1,1.29,emp,14
0,1.244,emp,14
0,1.539,emp,14
1,1.407,emp,14
1,1.109,emp,14
0,0.831,emp,14
0,0.898,emp,14
1,1.187,emp,14
0,1.097,emp,14
1,1.596,emp,14
0,0.951,emp,14
1,1.065,emp,14
0,0.835,emp,14
1,1.297,emp,14
0,1.134,emp,14
0,1,emp,14
0,1.635,emp,14
0,0.734,emp,14
1,1.185,emp,14
0,1.688,emp,14
1,1.056,emp,14
1,1.446,emp,14
0,0.759,emp,14
1,1.06,emp,14
1,1.076,emp,14
0,0.655,emp,14
1,1.298,empego,14
1,2.278,empego,14
1,1.886,empego,14
0,2.645,empego,14
0,0.911,empego,14
1,1.125,empego,14
1,2.154,empego,14
0,0.945,empego,14
1,1.296,empego,14
1,1.567,empego,14
0,0.539,empego,14
1,1.709,empego,14
0,0.963,empego,14
0,0.649,empego,14
0,1.272,empego,14
0,1.471,empego,14
1,0.879,empego,14
1,0.882,empego,14
0,0.627,empego,14
0,1.237,empego,14
1,0.865,empego,14
0,1.109,empego,14
0,0.944,empego,14
0,0.872,empego,14
0,0.734,empego,14
1,1.131,empego,14
0,1.016,empego,14
1,0.642,empego,14
1,1.521,empego,14
0,0.944,empego,14
1,1.266,empego,14
0,0.849,empego,14
0,1.239,empego,14
0,0.677,empego,14
1,1.386,empego,14
0,0.655,empego,14
0,0.575,empego,14
1,1.765,empego,14
0,0.907,empego,14
0,0.963,empego,14
0,0.881,empego,14
0,0.664,empego,14
1,1.071,empego,14
1,0.822,empego,14
0,0.638,empego,14
1,1.116,empego,14
0,0.84,empego,14
0,1.364,empego,14
0,1.082,empego,14
0,0.719,empego,14
0,0.802,empego,14
1,1.2,empego,14
0,0.82,empego,14
0,0.586,empego,14
1,1.239,empego,14
1,1.492,empego,14
1,1.155,empego,14
1,1.181,empego,14
1,0.965,empego,14
1,1.199,empego,14
1,1.045,emp,15
1,0.872,emp,15
1,0.736,emp,15
0,1.495,emp,15
1,0.982,emp,15
1,0.812,emp,15
1,0.792,emp,15
1,0.808,emp,15
1,1.012,emp,15
1,0.704,emp,15
0,0.732,emp,15
1,0.609,emp,15
1,0.765,emp,15
1,0.758,emp,15
1,0.747,emp,15
1,0.769,emp,15
1,0.76,emp,15
0,0.84,emp,15
0,0.713,emp,15
0,0.713,emp,15
1,0.797,emp,15
1,1.002,emp,15
1,0.815,emp,15
0,0.827,emp,15
1,0.715,emp,15
1,0.991,emp,15
0,0.973,emp,15
1,0.917,emp,15
1,0.687,emp,15
1,0.734,emp,15
1,0.757,emp,15
0,0.65,emp,15
1,0.812,emp,15
1,0.899,emp,15
1,0.636,emp,15
1,0.826,emp,15
1,0.766,emp,15
0,0.633,emp,15
1,0.691,emp,15
1,0.914,emp,15
1,0.815,emp,15
1,0.895,emp,15
1,0.735,emp,15
1,0.805,emp,15
1,0.675,emp,15
0,0.717,emp,15
1,0.925,emp,15
1,0.933,emp,15
1,0.808,emp,15
1,0.649,emp,15
1,0.718,emp,15
1,0.996,emp,15
0,0.697,emp,15
1,0.892,emp,15
1,0.702,emp,15
1,0.919,emp,15
0,0.647,emp,15
1,0.73,emp,15
1,1.308,emp,15
1,1.103,empego,15
1,0.771,empego,15
1,0.749,empego,15
1,0.459,empego,15
1,0.533,empego,15
1,0.692,empego,15
1,0.595,empego,15
1,0.506,empego,15
1,1.625,empego,15
1,1.022,empego,15
1,1.021,empego,15
1,0.934,empego,15
0,0.809,empego,15
0,1.368,empego,15
1,0.65,empego,15
0,1.423,empego,15
1,1.067,empego,15
0,0.785,empego,15
0,0.945,empego,15
1,1.144,empego,15
1,0.743,empego,15
1,1.342,empego,15
1,0.799,empego,15
1,0.8,empego,15
0,0.765,empego,15
1,0.858,empego,15
1,1.027,empego,15
0,0.954,empego,15
1,0.748,empego,15
1,0.673,empego,15
1,0.716,empego,15
1,0.584,empego,15
1,0.545,empego,15
1,0.563,empego,15
1,0.647,empego,15
1,0.746,empego,15
1,0.563,empego,15
1,0.718,empego,15
1,0.533,empego,15
1,0.761,empego,15
1,1.044,empego,15
1,0.856,empego,15
1,0.776,empego,15
1,0.75,empego,15
1,0.819,empego,15
1,0.83,empego,15
0,0.759,empego,15
0,0.707,empego,15
1,1.098,empego,15
0,0.974,empego,15
1,1.455,empego,15
1,0.739,empego,15
1,0.815,empego,15
1,0.649,empego,15
1,0.519,empego,15
1,0.633,empego,15
1,0.706,empego,15
1,0.666,empego,15
1,0.935,empego,15
1,0.727,empego,15
1,2.182,emp,16
1,0.973,emp,16
1,0.898,emp,16
1,1.006,emp,16
1,0.744,emp,16
1,0.707,emp,16
1,1.202,emp,16
0,0.926,emp,16
1,0.954,emp,16
1,0.929,emp,16
1,0.883,emp,16
1,1.033,emp,16
1,1.498,emp,16
1,0.693,emp,16
1,1.047,emp,16
1,1.481,emp,16
1,0.51,emp,16
1,0.707,emp,16
1,0.681,emp,16
1,0.692,emp,16
0,1.09,emp,16
0,0.665,emp,16
0,1.403,emp,16
0,0.964,emp,16
1,1.335,emp,16
1,0.744,emp,16
1,0.924,emp,16
1,0.64,emp,16
1,0.52,emp,16
1,0.747,emp,16
1,0.89,emp,16
1,0.888,emp,16
0,0.894,emp,16
1,0.739,emp,16
1,0.717,emp,16
1,0.688,emp,16
1,0.773,emp,16
0,0.67,emp,16
0,0.738,emp,16
0,1.383,emp,16
0,1.358,emp,16
0,0.775,emp,16
0,0.833,emp,16
1,0.723,emp,16
1,1.01,emp,16
1,0.808,emp,16
1,0.98,emp,16
1,1.007,emp,16
1,0.722,emp,16
1,0.885,emp,16
1,0.913,emp,16
1,0.785,emp,16
1,0.829,emp,16
1,0.696,emp,16
1,0.837,emp,16
1,0.644,emp,16
0,0.828,emp,16
1,0.908,emp,16
1,0.681,emp,16
1,0.721,emp,16
1,1.065,empego,16
1,0.71,empego,16
1,0.506,empego,16
1,0.653,empego,16
1,0.524,empego,16
1,0.867,empego,16
1,0.53,empego,16
1,0.675,empego,16
1,0.567,empego,16
1,0.733,empego,16
1,0.701,empego,16
1,0.709,empego,16
1,0.638,empego,16
1,0.59,empego,16
1,0.553,empego,16
1,0.541,empego,16
1,0.576,empego,16
1,0.591,empego,16
1,0.57,empego,16
1,0.585,empego,16
1,0.653,empego,16
1,0.534,empego,16
1,0.43,empego,16
1,0.524,empego,16
1,0.69,empego,16
1,0.669,empego,16
1,0.747,empego,16
1,0.675,empego,16
1,0.594,empego,16
1,0.696,empego,16
1,0.639,empego,16
1,0.693,empego,16
1,0.603,empego,16
1,0.822,empego,16
1,0.596,empego,16
1,0.666,empego,16
1,0.745,empego,16
1,0.617,empego,16
1,1.009,empego,16
1,0.689,empego,16
1,0.61,empego,16
1,0.875,empego,16
1,0.608,empego,16
1,0.675,empego,16
1,0.768,empego,16
1,0.728,empego,16
1,0.599,empego,16
1,0.573,empego,16
1,0.576,empego,16
1,0.561,empego,16
1,0.677,empego,16
1,0.766,empego,16
1,0.687,empego,16
1,0.793,empego,16
1,0.579,empego,16
1,0.709,empego,16
1,0.6,empego,16
1,0.787,empego,16
1,0.652,empego,16
1,0.818,empego,16
0,1.678,emp,17
1,1.039,emp,17
0,2.191,emp,17
0,1.402,emp,17
1,1.983,emp,17
0,1.155,emp,17
1,1.192,emp,17
1,1.034,emp,17
1,1.949,emp,17
1,1.578,emp,17
0,1.271,emp,17
1,1.155,emp,17
1,1.475,emp,17
0,1.535,emp,17
0,1.002,emp,17
1,1.585,emp,17
0,0.907,emp,17
1,1.078,emp,17
0,2.283,emp,17
1,1.22,emp,17
1,1.496,emp,17
0,1.196,emp,17
1,0.96,emp,17
0,1.19,emp,17
1,1.485,emp,17
1,0.989,emp,17
0,1.388,emp,17
1,0.951,emp,17
1,1.788,emp,17
1,1.392,emp,17
0,1.069,emp,17
0,0.854,emp,17
0,0.801,emp,17
0,1.114,emp,17
1,1.272,emp,17
0,0.912,emp,17
1,1.162,emp,17
1,0.954,emp,17
1,1.541,emp,17
1,1.107,emp,17
1,2.166,emp,17
1,1.02,emp,17
1,1.69,emp,17
0,0.847,emp,17
1,1.09,emp,17
1,2.151,emp,17
1,1.504,emp,17
1,1.285,emp,17
1,1.125,emp,17
0,1.019,emp,17
0,1.399,emp,17
1,1.238,emp,17
1,1.445,emp,17
0,0.871,emp,17
0,1.429,emp,17
1,0.996,emp,17
1,1.102,emp,17
1,0.927,emp,17
1,1.047,emp,17
1,0.926,emp,17
1,1.536,empego,17
1,1.261,empego,17
1,1.499,empego,17
0,2.363,empego,17
